group,group_title,name,type,default,scope,consistency,aliases,deprecated,deprecated_message,const,description
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.gcs.retry.initial.delay,duration,1000,SERVER,ENFORCE,,,,UNDERFS_GCS_RETRY_INITIAL_DELAY_MS,Initial delay before attempting the retry on the ufs
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.gcs.retry.jitter,boolean,true,SERVER,ENFORCE,,,,UNDERFS_GCS_RETRY_JITTER,Enable delay jitter while retrying requests on the ufs
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.gcs.retry.max,int,60,SERVER,ENFORCE,,,,UNDERFS_GCS_RETRY_MAX,Maximum Number of retries on the ufs
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.gcs.retry.max.delay,duration,"""1min""",SERVER,ENFORCE,,,,UNDERFS_GCS_RETRY_MAX_DELAY_MS,Maximum delay before attempting the retry on the ufs
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.gcs.retry.total.duration,duration,"""5min""",SERVER,ENFORCE,,,,UNDERFS_GCS_RETRY_TOTAL_DURATION_MS,Maximum retry duration on the ufs
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.gemini.ufs.fallback.enabled,boolean,false,SERVER,ENFORCE,,,,UNDERFS_GEMINI_UFS_FALLBACK_ENABLED,Whether or not to fallback to ufs to read gemini missing data if the file has been persisted to ufs by async write.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.configuration,string,"format( ""${%s}/core-site.xml:${%s}/hdfs-site.xml"", Name.CONF_DIR, Name.CONF_DIR)",SERVER,WARN,,,,UNDERFS_HDFS_CONFIGURATION,"Location of the HDFS configuration file to overwrite the default HDFS client configuration. Note that, these files must be availableon every node."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.har.enabled,boolean,false,SERVER,ENFORCE,,,,UNDERFS_HDFS_HAR_ENABLED,Whether auto decompress hdfs har file.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.har.fs.cache.expired.time,duration,"""10min""",SERVER,ENFORCE,,,,UNDERFS_HDFS_HAR_FS_CACHE_EXPIRED_TIME,The expired time of har filesystem cache.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.har.fs.cache.max.size,int,1024,SERVER,ENFORCE,,,,UNDERFS_HDFS_HAR_FS_CACHE_MAX_SIZE,"The maximum number of cached har filesystems. Since creating each HAR filesystem incurs some additional overhead, we use caching here."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.impl,string,"""org.apache.hadoop.hdfs.DistributedFileSystem""",SERVER,ENFORCE,,,,UNDERFS_HDFS_IMPL,The implementation class of the HDFS as the under storage system.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.multipart.upload.memory.buffer.byte.size,int,1024 * 1024 * 128,ALL,IGNORE,,,,UNDERFS_HDFS_MULTIPART_UPLOAD_MEMORY_BUFFER_BYTE_SIZE,"The byte buffer size used by multipart upload. Once the buffer is full, the uploader will write the content of the buffer as a new file. Recommend setting this value to be the HDFS block size to achieve the best efficiency."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.multipart.upload.memory.buffer.pool.capacity,int,10,ALL,IGNORE,,,,UNDERFS_HDFS_MULTIPART_UPLOAD_MEMORY_BUFFER_POOL_CAPACITY,"The number of concurrent upload tasks the multipart uploader can conduct. Each upload task needs a buffer resource from the pool, to store temporary data before the data is written into HDFS. Increasing the parallelism improves the performance but also consumes more memory."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.multipart.upload.retry.attempts,int,3,ALL,IGNORE,,,,UNDERFS_HDFS_MULTIPART_UPLOAD_RETRY_ATTEMPTS,The number of retry attempts can be done for upload a single part of the file.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.prefixes,list,"""hdfs://,glusterfs:///""",SERVER,ENFORCE,,,,UNDERFS_HDFS_PREFIXES,"Optionally, specify which prefixes should run through the HDFS implementation of UnderFileSystem. The delimiter is any whitespace and/or ','."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.remote,boolean,true,SERVER,ENFORCE,,,,UNDERFS_HDFS_REMOTE,"Boolean indicating whether or not the under storage worker nodes are remote with respect to Alluxio worker nodes. If set to true, Alluxio will not attempt to discover locality information from the under storage because locality is impossible. This will improve performance. The default value is true."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.hdfs.trash.enabled,boolean,false,SERVER,ENFORCE,,,,UNDERFS_HDFS_TRASH_ENABLED,"If enabled, when a user deletes a file that's stored in HDFS via Alluxio, Alluxio will make use of HDFS's trash and try to move it to the trash directory instead of deleting it directly from HDFS. Note that HDFS must be configured to enable the trash functionality (in 'core-site.xml'). If trashing is not enabled in HDFS, Alluxio will delete the file directly, regardless of this configuration."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.huggingface.displayed.models,list,,ALL,WARN,,,,UNDERFS_HUGGINGFACE_DISPLAYED_MODELS,A list of models that can be displayed when a root listing is executed
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.huggingface.lock.files.tmp.dir,string,"""/tmp/alluxio-huggingface-locks""",ALL,WARN,,,,UNDERFS_HUGGINGFACE_LOCK_FILES_TMP_DIR,Temporary directory to store lock files for huggingface operations
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.huggingface.read.stream.retry.enabled,boolean,true,ALL,WARN,,,,UNDERFS_HUGGINGFACE_READ_STREAM_RETRY_ENABLED,Whether to enable retry mechanism for read streams from huggingface
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.nas.inputstream.max.buffer.size,int,1024 * 1024,WORKER,WARN,,,,UNDERFS_NAS_INPUTSTREAM_MAX_BUFFER_SIZE,The maximum size of the inputstream's buffer of NAS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.nas.liststatus.iterable.max.byte.size.per.response,int,256 * 1024,WORKER,WARN,,,,UNDERFS_NAS_LISTSTATUS_ITERABLE_MAX_BYTE_SIZE_PER_RESPONSE,The maximum bytes size of the response of liststatus iterablly.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.nas.posix.file.permissions,string,"""0644""",SERVER,WARN,,,,UNDERFS_NAS_POSIX_FILE_PERMISSIONS,"The default POSIX file permission mode as an octal string applied when Alluxio creates a file on the NAS under file system and no explicit mode is specified. Configure using an octal string such as ""0644"". Defaults to 0644 (rw-r--r--)."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.nas.skip.broken.symlinks,boolean,false,SERVER,WARN,,,,UNDERFS_NAS_SKIP_BROKEN_SYMLINKS,"When set to true, any time the NAS underfs lists a broken symlink, it will treat the entry as if it did not exist at all."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.obs.intermediate.upload.clean.age,duration,"""3day""",SERVER,WARN,,,,UNDERFS_OBS_INTERMEDIATE_UPLOAD_CLEAN_AGE,"Streaming uploads or multipart uploads may not have been completed/aborted correctly and need periodical ufs cleanup. If ufs cleanup is enabled, intermediate multipart uploads in all non-readonly OBS mount points older than this age will be cleaned. This may impact other ongoing upload operations, so a large clean age is encouraged."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.obs.multipart.upload.buffer.number,int,64,SERVER,ENFORCE,,,,UNDERFS_OBS_MULTIPART_UPLOAD_BUFFER_NUMBER,"Limit the number of byte arrays used by OBS during multipart upload of files, setting a value less than or equal to 0 indicates no limit."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.obs.multipart.upload.enabled,boolean,true,SERVER,ENFORCE,,,,UNDERFS_OBS_MULTIPART_UPLOAD_ENABLED,"If true, using multipart upload to write to OBS."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.obs.multipart.upload.threads,int,20,SERVER,WARN,,,,UNDERFS_OBS_MULTIPART_UPLOAD_THREADS,the number of threads to use for multipart upload data to OBS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.obs.secure.http.enabled,boolean,true,SERVER,ENFORCE,,,,UNDERFS_OBS_SECURE_HTTP_ENABLED,Whether or not to use HTTPS protocol when communicating with OBS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.obs.streaming.upload.enabled,boolean,false,SERVER,ENFORCE,,,,UNDERFS_OBS_STREAMING_UPLOAD_ENABLED,"(Experimental) If true, using streaming upload to write to OBS."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.obs.streaming.upload.partition.size,dataSize,"""64MiB""",SERVER,WARN,,,,UNDERFS_OBS_STREAMING_UPLOAD_PARTITION_SIZE,"Maximum allowable size of a single buffer file when using S3A streaming upload. When the buffer file reaches the partition size, it will be uploaded and the upcoming data will write to other buffer files.If the partition size is too small, OBS upload speed might be affected."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.obs.streaming.upload.threads,int,20,SERVER,WARN,,,,UNDERFS_OBS_STREAMING_UPLOAD_THREADS,the number of threads to use for streaming upload data to OBS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.connection.max,int,1024,SERVER,WARN,,,,UNDERFS_OSS_CONNECT_MAX,The maximum number of OSS connections.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.connection.timeout,duration,"""50sec""",SERVER,WARN,alluxio.underfs.oss.connection.timeout.ms,,,UNDERFS_OSS_CONNECT_TIMEOUT,The timeout when connecting to OSS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.connection.ttl,duration,-1,SERVER,WARN,,,,UNDERFS_OSS_CONNECT_TTL,The TTL of OSS connections in ms.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.default.mode,string,"""0700""",SERVER,WARN,alluxio.underfs.oss.default.mode,,,UNDERFS_OSS_DEFAULT_MODE,Mode (in octal notation) for OSS objects if mode cannot be discovered.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.ecs.ram.role,string,,SERVER,WARN,alluxio.underfs.oss.ecs.ram.role,,,UNDERFS_OSS_ECS_RAM_ROLE,The RAM role of current owner of ECS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.intermediate.upload.clean.age,duration,"""3day""",SERVER,ENFORCE,,,,UNDERFS_OSS_INTERMEDIATE_UPLOAD_CLEAN_AGE,"Streaming uploads or multipart uploads may not have been completed/aborted correctly and need periodical ufs cleanup. If ufs cleanup is enabled, intermediate multipart uploads in all non-readonly OSS mount points older than this age will be cleaned. This may impact other ongoing upload operations, so a large clean age is encouraged."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.multipart.upload.buffer.number,int,64,SERVER,ENFORCE,,,,UNDERFS_OSS_MULTIPART_UPLOAD_BUFFER_NUMBER,"Limit the number of byte arrays used by OSS during multipart upload of files, setting a value less than or equal to 0 indicates no limit."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.multipart.upload.enabled,boolean,true,SERVER,ENFORCE,,,,UNDERFS_OSS_MULTIPART_UPLOAD_ENABLED,"If true, using multipart upload to write to OSS."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.multipart.upload.part.size,dataSize,"""16MiB""",SERVER,ENFORCE,,,,UNDERFS_OSS_MULTIPART_UPLOAD_PARTITION_SIZE,"Maximum allowable size of a single buffer file when using OSS multipart upload. When the buffer file reaches the partition size, it will be uploaded and the upcoming data will write to other buffer files.If the partition size is too small, OSS upload speed might be affected."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.multipart.upload.threads,int,20,SERVER,WARN,,,,UNDERFS_OSS_MULTIPART_UPLOAD_THREADS,the number of threads to use for multipart upload data to OSS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.owner.id.to.username.mapping,string,,SERVER,ENFORCE,,,,UNDERFS_OSS_OWNER_ID_TO_USERNAME_MAPPING,"Optionally, specify a preset oss canonical id to Alluxio username static mapping, in the format ""id1=user1;id2=user2""."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.proxy.host,string,,SERVER,WARN,alluxio.underfs.oss.proxy.host,,,UNDERFS_OSS_PROXY_HOST,"The proxy host address for OSS connection, if any."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.proxy.port,int,0,SERVER,WARN,alluxio.underfs.oss.proxy.port,,,UNDERFS_OSS_PROXY_PORT,"The proxy port for OSS connection, if any."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.retry.max,int,3,SERVER,WARN,alluxio.underfs.oss.retry.max,,,UNDERFS_OSS_RETRY_MAX,The maximum number of OSS error retry.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.secure.http.enabled,boolean,false,SERVER,ENFORCE,,,,UNDERFS_OSS_SECURE_HTTP_ENABLED,Whether or not to use HTTPS protocol when communicating with OSS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.socket.timeout,duration,"""50sec""",SERVER,WARN,alluxio.underfs.oss.socket.timeout.ms,,,UNDERFS_OSS_SOCKET_TIMEOUT,The timeout of OSS socket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.streaming.upload.enabled,boolean,false,SERVER,ENFORCE,,,,UNDERFS_OSS_STREAMING_UPLOAD_ENABLED,"(Experimental) If true, using streaming upload to write to OSS."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.streaming.upload.partition.size,dataSize,"""64MiB""",SERVER,ENFORCE,,,,UNDERFS_OSS_STREAMING_UPLOAD_PARTITION_SIZE,"Maximum allowable size of a single buffer file when using OSS streaming upload. When the buffer file reaches the partition size, it will be uploaded and the upcoming data will write to other buffer files.If the partition size is too small, OSS upload speed might be affected."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.streaming.upload.threads,int,20,SERVER,WARN,,,,UNDERFS_OSS_STREAMING_UPLOAD_THREADS,the number of threads to use for streaming upload data to OSS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.sts.ecs.metadata.service.endpoint,string,"""http://100.100.100.200/latest/meta-data/ram/security-credentials/""",SERVER,WARN,alluxio.underfs.oss.sts.ecs.metadata.service.endpoint,,,UNDERFS_OSS_STS_ECS_METADATA_SERVICE_ENDPOINT,The ECS metadata service endpoint for Aliyun STS
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.sts.enabled,boolean,false,SERVER,WARN,alluxio.underfs.oss.sts.enabled,,,UNDERFS_OSS_STS_ENABLED,Whether to enable oss STS(Security Token Service).
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.oss.sts.token.refresh.interval.ms,duration,"""30m""",SERVER,WARN,alluxio.underfs.oss.sts.token.refresh.interval.ms,,,UNDERFS_OSS_STS_TOKEN_REFRESH_INTERVAL_MS,Time before an OSS Security Token is considered expired and will be automatically renewed
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.ozone.prefixes,list,"""o3fs://,ofs://""",SERVER,ENFORCE,,,,UNDERFS_OZONE_PREFIXES,"Specify which prefixes should run through the Ozone implementation of UnderFileSystem. The delimiter is any whitespace and/or ','. The default value is ""o3fs://,ofs://""."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.seaweedfs.enabled,boolean,false,SERVER,ENFORCE,alluxio.underfs.s3.seaweedfs.enabled,,,UNDERFS_S3_SEAWEEDFS_ENABLED,Whether to use Seaweed-Fs s3 API.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.connect.max,int,1024,SERVER,WARN,,,,UNDERFS_TOS_CONNECT_MAX,The maximum number of TOS connections.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.connect.timeout,int,30000,SERVER,WARN,alluxio.underfs.tos.connect.timeout.ms; alluxio.underfs.tos.connect.timeout,,,UNDERFS_TOS_CONNECT_TIMEOUT,The timeout for a connection to TOS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.connect.ttl,int,60000,SERVER,WARN,,,,UNDERFS_TOS_CONNECT_TTL,The expiration time of TOS connections in ms. -1 means the connection will never expire.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.intermediate.upload.clean.age,duration,"""3day""",SERVER,ENFORCE,,,,UNDERFS_TOS_INTERMEDIATE_UPLOAD_CLEAN_AGE,"Streaming uploads may not have been completed/aborted correctly and need periodical ufs cleanup. If ufs cleanup is enabled, intermediate multipart uploads in all non-readonly TOS mount points older than this age will be cleaned. This may impact other ongoing upload operations, so a large clean age is encouraged."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.multipart.upload.buffer.number,int,64,SERVER,ENFORCE,,,,UNDERFS_TOS_MULTIPART_UPLOAD_BUFFER_NUMBER,"Limit the number of byte arrays used by TOS during multipart upload of files, setting a value less than or equal to 0 indicates no limit."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.multipart.upload.enabled,boolean,true,SERVER,ENFORCE,,,,UNDERFS_TOS_MULTIPART_UPLOAD_ENABLED,"If true, using multipart upload to write to TOS."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.multipart.upload.part.size,dataSize,"""16MiB""",SERVER,ENFORCE,,,,UNDERFS_TOS_MULTIPART_UPLOAD_PARTITION_SIZE,"Maximum allowable size of a single buffer file when using OSS multipart upload. When the buffer file reaches the partition size, it will be uploaded and the upcoming data will write to other buffer files.If the partition size is too small, OSS upload speed might be affected."
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.multipart.upload.threads,int,20,SERVER,WARN,,,,UNDERFS_TOS_MULTIPART_UPLOAD_THREADS,the number of threads to use for multipart upload data to TOS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.read.timeout,int,30000,SERVER,WARN,alluxio.underfs.tos.read.timeout.ms; alluxio.underfs.tos.read.timeout,,,UNDERFS_TOS_READ_TIMEOUT,The timeout for a single read request to TOS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.retry.max,int,3,SERVER,WARN,alluxio.underfs.tos.retry.max,,,UNDERFS_TOS_RETRY_MAX,The maximum number of TOS error retry.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.secure.http.enabled,boolean,false,SERVER,ENFORCE,,,,UNDERFS_TOS_SECURE_HTTP_ENABLED,Whether or not to use HTTPS protocol when communicating with TOS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),alluxio.underfs.tos.write.timeout,int,30000,SERVER,WARN,alluxio.underfs.tos.write.timeout.ms; alluxio.underfs.tos.write.timeout,,,UNDERFS_TOS_WRITE_TIMEOUT,The timeout for a single write request to TOS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.azure.account.oauth2.client.endpoint,string,,SERVER,ENFORCE,,,,ABFS_CLIENT_ENDPOINT,The oauth endpoint for ABFS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.azure.account.oauth2.client.id,string,,SERVER,ENFORCE,,,,ABFS_CLIENT_ID,The client id for ABFS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.azure.account.oauth2.client.secret,string,,SERVER,ENFORCE,,,,ABFS_CLIENT_SECRET,The client secret for ABFS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.azure.account.oauth2.msi.endpoint,string,,SERVER,ENFORCE,,,,ABFS_MSI_ENDPOINT,MSI endpoint
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.azure.account.oauth2.msi.tenant,string,,SERVER,ENFORCE,,,,ABFS_MSI_TENANT,MSI Tenant ID
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.bos.accessKeyId,string,,SERVER,ENFORCE,,,,BOS_ACCESS_KEY,The access key of BOS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.bos.accessKeySecret,string,,SERVER,ENFORCE,,,,BOS_SECRET_KEY,The secret key of BOS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.bos.endpoint,string,"""bj.bcebos.com""",SERVER,ENFORCE,,,,BOS_ENDPOINT_KEY,The endpoint key of BOS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.bos.region,string,"""bj""",SERVER,ENFORCE,,,,BOS_REGION,The region of BOS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.cos.access.key,string,,SERVER,ENFORCE,,,,COS_ACCESS_KEY,The access key of COS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.cos.app.id,string,,SERVER,,,,,COS_APP_ID,The app id of COS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.cos.connection.max,int,1024,SERVER,,,,,COS_CONNECTION_MAX,The maximum number of COS connections.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.cos.connection.timeout,duration,"""50sec""",SERVER,,,,,COS_CONNECTION_TIMEOUT,The timeout of connecting to COS.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.cos.region,string,,SERVER,ENFORCE,,,,COS_REGION,The region name of COS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.cos.secret.key,string,,SERVER,ENFORCE,,,,COS_SECRET_KEY,The secret key of COS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.cos.socket.timeout,duration,"""50sec""",SERVER,,,,,COS_SOCKET_TIMEOUT,The timeout of COS socket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.gcs.credential.path,string,,SERVER,ENFORCE,,,,GCS_CREDENTIAL_PATH,The json file path of Google application credentials.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.huggingface.endpoint,string,"""https://huggingface.co/""",ALL,WARN,,,,UNDERFS_HUGGINGFACE_ENDPOINT,"Huggingface endpoint, the default value is 'https://huggingface.co/'"
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.huggingface.token,string,,ALL,WARN,,,,UNDERFS_HUGGINGFACE_TOKEN,Huggingface token used to pull models from hub
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.nas.gid,int,,SERVER,ENFORCE,,,,UNDERFS_NAS_SERVICE_GID,The gid of NAS service.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.nas.ipAddress,string,,SERVER,ENFORCE,,,,UNDERFS_NAS_SERVICE_ADDRESS,The ip address of NAS service.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.nas.service.version,int,3,SERVER,ENFORCE,,,,UNDERFS_NAS_SERVICE_VERSION,The version of NAS service.Currently only version 3 is supported
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.nas.uid,int,,SERVER,ENFORCE,,,,UNDERFS_NAS_SERVICE_UID,The uid of NAS service.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.obs.accessKey,string,,SERVER,ENFORCE,,,,OBS_ACCESS_KEY,The access key of OBS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.obs.bucketType,string,"""obs""",SERVER,ENFORCE,,,,OBS_BUCKET_TYPE,The type of bucket (obs/pfs).
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.obs.endpoint,string,"""obs.myhwclouds.com""",SERVER,ENFORCE,,,,OBS_ENDPOINT,The endpoint of OBS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.obs.secretKey,string,,SERVER,ENFORCE,,,,OBS_SECRET_KEY,The secret key of OBS bucket.
12-ufs-backends,UFS 各存储后端 (OSS/GCS/HDFS/OBS/COS/TOS/...),fs.oss.accessKeyId,string,,SERVER,ENFORCE,,,,OSS_ACCESS_KEY,The access key of OSS bucket.
